name_clean,orbital_period,semi_major_axis,DL,star_mass,mass,method
kepler1617b,27.4785572,,813.0,1.15,,Transit
toi1751b,37.468489,0.2115,113.6,1.15,0.0538,Transit
kepler454ab,10.5737534,0.09528,230.869,1.03,0.017,Transit
kepler1111b,8.79617863,,1142.0,1.1,,Transit
kepler354d,24.209842,0.146,562.96,0.65,,Transit
ogle2013blg0341lb,,0.702,911.0,0.1127,0.00522291791209,Microlensing
kepler247c,9.439452,0.084,676.38,0.884,,Transit
hatp21b,4.124461,0.0494,254.0,0.947,4.063,Transit
wisej19250700,,,11.2,,53.0,Imaging
kepler192d,6.47027579,,664.14,,,Transit
kepler293c,54.155743,0.286,1002.51,1.01,,Transit
upsandad,1281.439,2.55,13.47,1.27,23.58,Radial Velocity
kepler1023b,62.1387714,,686.0,0.93,,Transit
cwisej15194858,,,,,60.0,Imaging
hd88133b,3.41566,0.047,74.5,1.2,0.3,Radial Velocity
k2285e,14.76289,0.18041,155.65,0.83,0.03367,Transit
ogle2018blg1011lb,,1.8,7100.0,0.18,1.8,Microlensing
kepler254b,5.826662,0.064,1446.45,,,Transit
kepler832b,7.1396941,,1346.0,0.92,,Transit
cwisej04581004,,,41.0,,32.0,Imaging
kepler117c,50.790391,0.2804,1430.0,1.13,1.84,Transit
kepler621b,2.62811375,,389.0,0.72,,Transit
qatar6ab,3.506189,0.0423,101.0,0.822,0.668,Transit
kepler1440b,39.859484,,685.0,0.98,,Transit
k2133b,3.07133,0.03194,75.2,0.46,0.0069,Transit
kepler1384b,15.36262753,,618.0,0.78,,Transit
sonycngc133342,,,300.0,,8.0,Imaging
k2233b,2.46746,0.03317,67.64,0.8,0.0104,Transit
k2288bb,31.393463,0.164,65.6138,0.33,,Transit
toi2076d,35.12551,0.1988,41.906,0.849,0.023,Transit
gd165b,,123.0,33.3753,0.64,43.96,Imaging
gampscb,555.1,1.32,,,1.34,Radial Velocity
k2164b,17.355066,,379.64,1.18,,Transit
k280b,19.0918,0.135,201.96,0.9,,Transit
kepler361b,8.486616,0.086,955.76,1.07,,Transit
kepler1346b,3.40165668,,1123.0,1.14,,Transit
isoyj05350447b,3.905625,0.0465,395.489,1.16,50.0,Radial Velocity
kepler1817b,44.29919815,0.2348,748.569,0.92,,Transit
hip55507b,5138.4,5.062,25.4893,0.65,8.135,Radial Velocity
kepler1948ab,15.57129955,0.1022,193.903,0.611,,Transit
k2331c,22.996591,0.163447,211.43,1.1,,Transit
kepler69b,13.722341,0.094,746.33,0.81,,Transit
2massj03371758,,,29.0,,60.5,Imaging
kepler207b,1.611865,0.029,898.2,,,Transit
k224c,42.34732,0.262,170.5,1.091,0.0516,Transit
hd10975b,283.8,0.95,,,0.45,Radial Velocity
hd79555b,,11793.76,17.7906,0.78,60.0,Astrometry
psoj243967,,,26.6,,1.11,Imaging
guboob,4040.0,5.34,161.924,0.6041,54.0,Timing
kepler1068b,16.92344113,,1532.0,1.01,,Transit
toi3688b,3.246075,0.0456,401.0,1.2,0.98,Transit
kepler1140b,24.0862707,,657.0,0.76,,Transit
rhocrbc,102.19,0.4206,17.43,0.99,0.0887,Radial Velocity
wisej00382758,,,11.1,,24.0,Imaging
sori45,,,442.0,,26.0,Imaging
toi2084b,6.0784247,0.05006,114.29,0.49,0.02121,Transit
wasp77ab,1.3600288,0.02345,,1.002,1.759,Transit
k2197ab,8.357881,0.0806,249.59,1.0,,Transit
hip65407c,67.3,0.316,16.74,0.93,0.784,Radial Velocity
kepler212b,16.257582,0.133,701.04,1.16,,Transit
kepler1801b,10.44089985,0.0915,839.332,0.95,,Transit
etchab,,13.0,91.7,0.22,50.3,Imaging
wisej22553118,,,13.7,,35.0,Imaging
2massj02432453,,,10.68,,43.59,Imaging
kepler1551b,24.4973698,,1560.0,1.14,,Transit
kepler213b,2.46236,0.036,646.74,0.94,,Transit
2massj15472423,,,34.25,,19.51,Imaging
kepler822b,3.22296927,,956.0,1.06,,Transit
kepler627b,40.6994443,,1143.0,1.3,,Transit
hd64114b,45.791,0.246,31.56,0.95,17.8,Radial Velocity
toi402b,4.7559804,0.05245,44.86,0.851,0.02051,Transit
kepler1673b,33.7888,0.2114,742.78,1.1,,Transit
kepler322c,4.337234,0.051,405.16,0.91,,Transit
cahatau2,,,140.0,,11.5,Imaging
kepler1321c,2.22649109,,769.146,0.54,,Transit
hd9578ab,494.0,,56.1136,1.13,0.62,Radial Velocity
kepler139d,7.305699922,0.076,395.45,1.08,0.01466,Radial Velocity
kepler1638b,259.33683,,879.0,0.97,,Transit
kepler127b,14.435889,0.125,356.41,,,Transit
kepler1666b,25.8476,0.1761,1434.42,1.084,,Transit
kmt2017blg0428b,,1.78,5400.0,0.34,0.01114,Microlensing
gj238b,1.7446999,0.02123,15.216,0.42,,Transit
kepler1405b,28.2274184,,1605.0,1.05,,Transit
kepler476b,14.00640607,,687.0,1.03,,Transit
kepler969c,1.6829346,,411.0,0.92,,Transit
lrl52142,,,321.0,,30.0,Imaging
toi1778b,6.527282,0.072,99.0,1.17,0.02637,Transit
kepler325b,4.544439,0.053,843.12,0.87,,Transit
kepler1656b,31.562,0.1974,186.88,1.03,0.1504,Transit
sori72,,,350.0,,4.0,Imaging
k2132b,9.1751,0.0916,620.41,1.08,0.49,Transit
hd41004ab,963.0,1.64,42.5,0.7,2.54,Radial Velocity
wasp80b,3.0678504,0.0346,60.0,0.58,0.554,Transit
kepler1458b,47.9872764,,642.0,0.96,,Transit
hatp40b,4.457243,0.0608,501.0,1.512,0.615,Transit
hd173416b,323.6,1.16,135.0,2.0,2.7,Radial Velocity
toi2384b,2.13570304,0.0279,187.0,0.635,1.966,Transit
toi712b,9.531361,0.07928,58.62,0.732,0.0176,Transit
kepler1565b,1.53818844,,657.0,0.76,,Transit
hd145825b,6024.0,6.54,21.6,1.03,60.0,Radial Velocity
kepler1958ab,9.328619957,0.0856,1320.38,0.96,,Transit
kepler592b,2.82019241,,1034.0,1.04,,Transit
kepler1291b,8.63043276,,982.0,0.84,,Transit
kepler976b,105.9564148,,1020.0,0.87,,Transit
ipmbd29b,24820.0,7.25,144.7,,37.8,Imaging
kepler287b,20.342199,0.145,856.33,,,Transit
54pscc,,476.0,11.0,0.79,53.0,Imaging
kepler244d,20.050401,0.14,1067.62,,,Transit
dancej161352172443562,,,145.0,,10.0,Imaging
kepler652b,4.18200253,,423.0,0.97,,Transit
k216d,2.71578,,338.19,0.67,,Transit
kepler348c,17.265427,0.138,580.2,1.15,,Transit
toi2107b,2.4545467,0.03515,,,0.83,Radial Velocity
hatp59b,4.1419771,0.05064,267.3,1.0,1.54,Transit
hd128311c,919.0,1.76,16.6,0.84,3.79,Radial Velocity
toi421ab,5.197576,0.0554,74.797,0.852,0.0211,Transit
kepler444ae,7.743493,0.0696,36.48,0.76,,Transit
kepler1169b,6.11009134,,538.0,1.24,,Transit
brb21,,,133.8,,28.0,Imaging
kepler312c,19.747412,0.153,816.22,1.23,,Transit
coconuts2b,,6471.0,10.89,0.37,6.4,Imaging
k2368d,9.65869,0.080477,206.608,0.746,,Transit
kepler705b,56.0560538,,251.0,0.53,,Transit
cfhtpl11,,,124.3,,24.0,Imaging
hats21b,3.5543973,0.04676,286.0,1.08,0.332,Transit
hd73583ab,6.398042,0.0604,31.6,0.66,0.0321,Transit
k2221b,2.399094,,321.63,1.01,,Transit
toi4633ac,271.9445,0.847,95.2,1.1,0.1504,Transit
kepler64b,138.506,0.634,,1.93,0.53,Transit
hd152843c,27.13,0.148,107.898,1.15,0.03043,Transit
gj393b,7.02679,0.05402,7.0375,0.426,0.00538,Radial Velocity
kepler749b,17.31716585,,753.0,0.79,,Transit
nsvs7453183b,4271.0,,311.603,0.68,50.0,Timing
moa2011blg293lb,,1.1,7700.0,0.86,4.8,Microlensing
kepler657b,24.54350418,,1244.0,1.01,,Transit
2massj03200446c,,8.3,25.0,0.081,35.0,Imaging
koi7320b,8.502285,0.0722,,0.693,,Transit
ogle2019blg0679b,,6.99,,,3.34,Microlensing
hd18757ab,39785.0,22.0,23.57,1.02,35.2,Radial Velocity
gj4001b,7378.0,6.6,22.5,0.553,45.0,Radial Velocity
kepler122c,12.465988,0.108,1058.58,0.99,,Transit
kepler170b,7.930592,0.08,754.64,,,Transit
kepler1227b,94.2887577,,667.0,0.97,,Transit
kepler884ab,5.69919514,,476.733,1.0,,Transit
ogle2019blg0468lb,,3.29,4400.0,0.92,3.43,Microlensing
kepler642b,4.41745855,,1022.0,1.4,,Transit
kepler82c,51.54,0.2626,927.97,0.91,0.04373,Transit
kepler729b,3.16635371,,1271.0,0.94,,Transit
kic12454613b,736.3819,1.54,,0.87,,Transit
kepler1824b,95.61100006,0.4267,1040.1,1.25,,Transit
toi1807b,0.549374,0.012,42.577,0.75,0.00809,Transit
2massj13152649b,19162.5,6.6,19.0,0.074,28.0,Imaging
kepler32e,2.896,0.033,326.85,0.58,,Transit
psrj18242452jb,0.0974,0.00465,5600.0,1.4,15.0,Timing
gaia1b,3.042524,0.04047,368.3,0.93,1.68,Transit
kepler403b,7.031462,0.076,860.93,,,Transit
k2272b,14.453533,0.1081,426.57,0.81,,Transit
kepler320c,17.934937,0.142,846.74,,,Transit
kepler163b,7.810937,0.078,689.814,0.94,,Transit
k250b,8.7529,0.0705,259.33,0.61,,Transit
2massj15262043,,,18.0,,54.39,Imaging
kepler1942b,4.626049995,0.0516,842.492,1.0,,Transit
hd217786ac,2.5,0.038,54.8,1.02,0.023,Radial Velocity
kepler1352b,1.87788275,,637.0,1.11,,Transit
toi2096b,3.1190633,0.025,48.4809,0.218,0.006,Transit
kepler417c,15.943,,999.47,0.9,,Transit Timing Variations
kepler920b,6.53192704,,926.0,0.89,,Transit
kepler1889b,37.30369949,0.2082,1395.13,1.12,,Transit
toi4342b,5.5382498,0.05251,61.543,0.6296,,Transit
kepler151c,24.674612,0.16,662.19,0.83,,Transit
kepler1230b,9.95661537,,1433.0,1.06,,Transit
xo5b,4.1877537,0.0487,255.0,0.88,1.077,Transit
ogle2018blg0932b,,1.75,6620.0,0.72,0.89,Microlensing
k224b,20.88257,0.1673,170.5,1.091,0.05978,Transit
hd19615b,402.0,1.1,265.155,1.1,8.6,Radial Velocity
hd110067f,41.05854,0.2163,32.22,0.798,0.01586,Transit
hd159868b,1184.1,2.32,52.7,1.19,2.218,Radial Velocity
kepler1082b,1.5432066,,628.0,1.03,,Transit
1rxsj2351333312720ab,,120.0,,0.45,32.0,Imaging
2massj00520012,,,,,58.0,Imaging
k2290ac,48.36685,0.305,272.909,1.19,0.774,Transit
kepler1975ab,24.278571,,273.24,0.76,,Transit
sorij053826500209257,,,385.0,,12.9,Imaging
kepler279d,54.414,0.30728,1069.2,1.23,0.118,Transit
sdssj15110607,,,28.0,,41.0,Imaging
hats16b,2.686502,0.03744,774.0,0.97,3.27,Transit
psoj231829,,,140.0,,25.0,Imaging
moa2010blg073lb,,1.21,2800.0,0.16,11.0,Other
gaia2b,3.6915237,0.0467,207.2,1.0,0.773,Transit
xo2sc,120.059,0.4737,149.0,0.98,1.38,Radial Velocity
kepler268c,83.446393,0.391,873.21,,,Transit
hd79181ab,273.1,0.9,103.335,1.28,0.64,Radial Velocity
k2316c,5.26,0.0582,112.84,0.41,,Transit
k2268b,2.151894,0.0308,331.46,0.84,,Transit
kepler1450b,54.5094166,,490.0,0.71,,Transit
hd87646ac,674.0,1.58,,1.12,57.0,Radial Velocity
kepler1952ab,27.21080017,0.1724,787.77,0.922,,Transit
hd34445e,49.175,0.2687,46.5,1.07,0.0529,Radial Velocity
hd150433b,1096.2,1.9303,29.6,,0.168,Radial Velocity
kepler1239b,5.19104016,,2511.0,1.4,,Transit
wisej06123036,,,31.0,,45.0,Imaging
hd184010b,484.4,0.937,61.37,1.35,0.3,Radial Velocity
kepler1208b,11.08507637,,877.0,0.8,,Transit
kepler85b,8.306,0.07891,782.09,0.95,0.0465,Transit
toi2803b,1.96229325,0.03185,501.1,1.118,0.975,Transit
kepler667b,41.43962808,,907.0,0.91,,Transit
kepler1553b,4.24261881,,719.0,0.85,,Transit
hd130948c,3752.2,2.26,18.2031,,56.3,Imaging
hd88072ab,18538.8,13.895,35.9098,1.04,7.903,Radial Velocity
2massj05010010,,,20.93,,21.44,Imaging
kepler1286b,11.25402929,,1150.0,1.0,,Transit
2massj04392336,,,127.81,,58.0,Imaging
kpnotau2,,,145.0,,40.0,Imaging
hd151450ac,18144.8,14.131,43.6002,1.14,5.148,Imaging
kepler1212b,12.94130146,,1304.0,1.1,,Transit
toi132ab,2.1097019,0.026,164.47,0.97,0.0705,Transit
sdssj09023819b,0.033548611,0.00191,446.159,0.8,32.8,Timing
kepler847ab,2.3432319,0.0315,529.0,0.76,,Transit
kepler1004b,5.28789787,,1080.0,1.11,,Transit
psrj18101744b,0.070833333,0.00566,2000.0,1.4,45.0,Timing
cfbdsirj145829101343a,,,23.1,,25.0,Imaging
toi712c,51.69906,0.2447,58.62,0.732,0.0274,Transit
kepler1928b,19.57783,0.194,326.362,1.01,,Transit
kepler102e,16.1457,0.117,108.13,0.81,0.028,Transit
kepler291c,5.700786,0.065,1884.37,1.03,,Transit
kepler708b,3.16789194,,1241.0,0.97,,Transit
ic139634,,,905.0,,60.0,Imaging
kepler1586b,15.6049212,,864.0,1.45,,Transit
kmt2019blg0335b,,1.64,7710.0,0.32,20.0,Microlensing
kepler1671b,4.16787,0.0464,360.77,0.766,,Transit
kepler625b,7.75192492,,502.0,1.04,,Transit
2massj17070138b,,31.0,38.5,0.076,36.0,Imaging
kepler1558b,3.50470358,,343.0,0.83,,Transit
kepler1756b,2.355750084,0.0319,756.88,0.781,,Transit
kepler251e,99.640161,0.404,948.98,0.91,,Transit
mu2octab,3638.0,5.02,44.3,1.11,6.9,Radial Velocity
kepler224d,11.349393,0.089,799.75,0.74,,Transit
kepler809b,55.63934,,933.0,0.99,,Transit
wasp56ab,4.617101,0.05614,321.084,1.04,0.599,Transit
kepler95b,11.5231,,451.38,1.08,0.041,Transit
luytensstarb,18.64,0.091,3.8,0.29,0.00922,Radial Velocity
kepler232c,11.379349,0.101,1402.96,,,Transit
k2138d,5.40478,0.05883,183.0,0.93,0.0249,Transit
kepler1874ab,56.57320023,0.2633,408.0,0.758,,Transit
kepler1022b,10.99469878,,455.0,0.71,,Transit
toi1853b,1.243702,,165.105,0.82,0.040571,Transit
kepler674b,2.24338185,,302.0,0.6,,Transit
hats23b,2.1605156,0.03397,747.0,1.121,1.47,Transit
aflepb,8145.0,8.2,26.843,1.2,2.8,Imaging
toi406c,13.175682,0.0809,31.06,0.48,0.02067,Transit
hd75784b,341.7,1.073,68.7,1.41,1.15,Transit
kepler1761b,4.043540001,0.0413,221.186,0.587,,Transit
kepler1764b,70.46829987,,1542.48,1.14,,Transit
ltt1445ad,24.29,0.09,6.9,0.256,0.00856,Radial Velocity
kepler721b,5.39202539,,848.0,0.82,,Transit
wasp4b,1.338231602,0.02312,300.0,0.93,1.1974,Transit
kepler454ad,4806.833852,5.683,230.869,1.03,2.307,Radial Velocity
kepler369b,2.732756,0.03,260.32,0.54,,Transit
k2155d,40.718,0.1937,82.0,0.65,0.0154,Transit
toi2076c,21.01549,0.1411,41.906,0.849,0.0145,Transit
kepler828b,0.56785714,,625.0,0.81,,Transit
hd153557ad,40654.6,21.449,17.9412,0.7451,27.454,Radial Velocity
hd81817b,1021.2,3.233,269.126,4.3,24.128,Radial Velocity
kepler1596b,66.373379,,1166.0,0.95,,Transit
iotcapb,512.5,1.771,61.7477,2.89,3.48,Radial Velocity
kepler769b,7.42608998,,1362.0,1.19,,Transit
ngc24233b,714.3,2.1,766.0,2.4,10.6,Radial Velocity
hip41378e,131.0,,116.0,1.15,,Transit
kepler251c,16.514043,0.122,948.98,0.91,,Transit
kepler1926b,42.87770081,0.2197,667.405,0.83,,Transit
2massj14043159b,6029.8,3.15,23.5,,55.0,Imaging
kepler301d,13.751243,0.112,734.31,0.91,,Transit
kepler1831b,5.78387022,0.0655,1053.49,1.03,,Transit
kepler180b,13.817124,0.109,709.83,0.84,,Transit
toi1416c,29.5306,0.1734,55.044,0.798,0.068,Radial Velocity
kepler184b,10.687576,0.092,621.24,,,Transit
kepler899b,19.17891293,,1038.0,0.93,,Transit
gj22bb,5475.0,3.41,9.85629,0.177,15.4,Other
k29b,18.4498,0.091,82.9631,0.3,,Transit
kepler412b,1.7208604,0.02897,1121.32,1.17,0.941,Transit
kepler1950b,10.77690029,0.0871,697.253,0.97,,Transit
kepler1991b,13.26080036,0.1065,855.82,0.96,,Transit
denispj02051159b,,5.9,19.76,,40.0,Imaging
wisej03360143,,,9.91,,8.5,Imaging
hd8765b,2806.85,4.0,48.816,1.03,51.5,Radial Velocity
hd183263b,626.5,1.51,53.0,1.17,3.67,Radial Velocity
kepler804c,9.65185017,,648.0,1.01,,Transit
hd63433d,4.209075,0.0503,22.42,0.99,,Transit
55cncae,0.7365478,0.015439,12.5855,0.9,0.02703,Radial Velocity
hd71827ab,15.052366,0.1228,43.9906,1.15,27.43,Radial Velocity
hd6434b,21.998,0.14,40.32,0.79,0.39,Radial Velocity
wisej08361859,,,48.9,,26.2,Imaging
kepler298d,77.473633,0.305,525.98,0.65,,Transit
toi4406b,30.08364,0.201,,,0.3,Transit
ogle2012blg1323,,,,,0.0072,Microlensing
kepler1167b,1.00393374,,811.0,0.79,,Transit
kepler97b,2.58664,,405.58,0.94,0.011,Transit
lp96151b,,5300.0,53.70936,0.5739,50.0,Imaging
iotdrac,24840.0,19.4,31.5,1.4,17.0,Radial Velocity
kepler951ab,71.52543938,0.3091,382.509,0.77,,Transit
hd181433b,9.3745,0.0801,26.15,0.78,0.0223,Radial Velocity
kepler83ac,20.09017037,0.1154,400.409,0.58,,Transit
kepler1353b,24.7543966,,596.0,0.76,,Transit
kepler47c,303.148,0.989,,1.043,,Transit
hd155233ab,818.8,2.0,75.1,1.5,31.9,Radial Velocity
kepler235c,7.824904,0.065,433.24,0.59,,Transit
sdssj09263624b,0.0196,,548.0,0.872,35.0,Transit
kepler266b,6.61833,0.071,1425.27,0.99,,Transit
kepler121b,3.177422,0.039,518.09,,,Transit
cfbdsj09590236,,,150.0,,30.0,Imaging
kepler1053b,2.41435165,,171.0,0.74,,Transit
hd108341ab,1129.0,2.0,49.4,0.843,3.5,Radial Velocity
kepler100d,35.3331,,307.34,1.08,0.00944,Transit
k2291b,2.225177,0.03261,90.29,0.93,0.02042,Transit
hd114613b,4000.0,5.34,20.67,1.27,0.357,Radial Velocity
wisej00324946,,,15.7,,29.0,Imaging
kepler1361b,3.57554956,,404.0,0.83,,Transit
toi6029b,5.7987,0.0731,596.7,1.548,1.635,Transit
hd20781b,5.3135,0.0529,35.4,,0.00607,Radial Velocity
2massj17315310b,,48.0,,,48.0,Imaging
k2299c,0.911724,0.01859,369.888,0.93,,Transit
corot12b,2.8280517,0.04016,1150.0,1.078,0.917,Transit
moa2019blg421b,,2.0,7000.0,0.3,0.54,Microlensing
2massj00451634,,,15.4,,22.71,Imaging
hip21152b,21550.0,17.0,43.27,1.44,24.0,Imaging
k252b,3.535055,0.054,1041.7,1.69,0.4046,Transit
cfhtpl25,,,143.5,,5.8,Imaging
kepler635b,23.44971004,,826.0,1.33,,Transit
kepler110c,31.719775,0.198,596.52,,,Transit
kepler1342b,2.21571036,,941.0,0.93,,Transit
kmt2017blg1057b,,,6500.0,0.57,0.0739,Microlensing
cd352722b,,67.0,21.3,0.4,31.0,Imaging
hip117179b,247.98,0.788,88.831,1.019,44.197,Astrometry
kepler1343b,3.35183158,,1307.0,0.95,,Transit
kepler188c,5.996553,0.066,996.09,,,Transit
hip54597b,3274.0,4.0,39.547,0.69,2.4,Radial Velocity
kepler1955b,14.26519966,0.117,449.351,1.05,,Transit
gj887b,9.252,0.068,3.2871,0.489,0.0132,Radial Velocity
kepler762b,3.7705521,,1465.0,1.06,,Transit
72pegbb,1539.0,3.46,168.35,2.0,35.0,Astrometry
hd22946d,47.42489,0.2958,62.87,1.104,0.0249,Transit
kepler200b,8.594805,0.08,678.93,,,Transit
kepler1819b,16.48690033,0.1337,1363.19,1.01,,Transit
kepler55ab,27.9541337,0.1593,578.796,0.69,0.1353,Transit
ztfj162247b,0.0697888,,1813.5,0.47,61.0,Transit
kepler1968b,7.281099796,0.0696,750.93,0.76,,Transit
hd206610b,610.0,1.68,194.0,1.56,2.2,Radial Velocity
wolf503b,6.001127,0.05706,44.583,0.688,0.0197,Transit
hd89744ab,256.78,0.917,38.6364,1.21,10.32,Radial Velocity
hd27894b,18.02,0.125,42.37,0.8,0.665,Radial Velocity
plzj61,,,137.0,,1.8,Imaging
koi4896b,19.5960013,0.1421,,0.996,,Transit
kepler366c,12.51616,0.11,1959.31,1.05,,Transit
kepler842b,1.21956827,,552.0,0.78,,Transit
gj581e,3.153,0.029,6.21,0.31,0.0078,Radial Velocity
cd4211721b,,835.0,1398.97,23.47,60.0,Imaging
toi3082b,1.926907,0.027,113.048,0.664,0.0410483,Transit
hd17092b,359.9,1.29,109.0,2.3,4.6,Radial Velocity
hatp29ab,5.723186,0.0667,322.0,1.207,0.778,Transit
lxlynb,5420.0,,261.55,1.03,60.0,Timing
kepler100e,60.89,0.31,307.34,1.08,0.076,Radial Velocity
kepler1600c,7.298049927,0.0689,1030.81,0.86,,Transit
hatp54b,3.799847,0.04117,135.8,0.645,0.76,Transit
kepler1658b,3.84937278,0.0544,806.07,1.45,5.88,Transit
kepler153b,18.870227,0.129,465.53,,,Transit
kepler26b,12.28,0.085,338.55,0.54,0.01611,Transit
hip14729b,5086.7,5.098,28.9068,0.68,56.988,Radial Velocity
ogle2016blg1093lb,,2.13,8120.0,0.48,0.71,Microlensing
ogle2018blg1011lc,,0.8,7100.0,0.18,2.8,Microlensing
hd5319c,886.0,2.071,100.0,1.56,1.15,Radial Velocity
kepler318c,11.815007,0.105,496.14,1.05,,Transit
ogle2017blg0604b,,4.06,3950.0,0.7,0.51,Microlensing
hd30856ab,912.0,2.0,118.1,1.35,1.8,Radial Velocity
kepler74b,7.340711,0.0781,1218.33,1.18,0.63,Transit
gj3942b,6.905,0.0608,16.93,0.63,0.0225,Radial Velocity
kepler462c,207.62,,598.0,1.59,0.01888,Transit
kepler1890b,4.820590019,0.0563,529.596,1.1,,Transit
hd154672ab,163.91,0.6,65.8,1.06,5.02,Radial Velocity
toi1742b,21.269084,0.154,72.89,1.02,0.0305,Imaging
sorij054017340236226,,,385.0,,6.7,Imaging
k2380b,9.401312,0.0953,249.303,0.993,0.02504,Transit
hd125612ab,502.0,1.37,52.82,1.1,3.0,Radial Velocity
hatp28b,3.257215,0.0434,395.0,1.025,0.626,Transit
2massj03234631,,,42.4,,1.57,Imaging
kepler315b,96.101141,0.402,1199.5,0.78,,Transit
hd93385ac,13.18,0.112,43.3475,1.1,0.0223,Radial Velocity
hd46588c,,1420.0,21.3,1.09,52.0,Other
k225b,3.484552,,45.01,0.29,0.0771,Transit
kepler1628b,76.378033,,352.0,0.55,,Transit
kepler258b,13.19722,0.103,585.6,0.8,,Transit
kepler289c,125.8518,0.51,700.0,1.08,0.42,Transit
2massj22025605,,,69.97,,57.37,Imaging
kepler10b,0.837491,0.0172,186.5,0.91,0.0145,Transit
k2127b,3.588163,0.0411,723.97,0.72,,Transit
109pscb,1075.4,2.051,32.56,1.13,5.743,Radial Velocity
nltt25473b,1.48,,109.38,,15.0,Radial Velocity
kic4079530b,144.0,0.66,1283.81,1.0,40.0,Timing
hd96700ad,103.5,0.424,25.6,1.06,0.04,Radial Velocity
ugpsj07220540,,,4.06,,18.2,Imaging
kepler752b,18.82747265,,1075.0,0.87,,Transit
k269b,7.06599,0.0591,181.63,0.55,,Transit
kepler875b,27.5073799,,1244.0,1.06,,Transit
pt20133,,,146.0,,7.5,Imaging
kepler912b,2.53475627,,1265.0,1.07,,Transit
epic212036875b,5.169885,0.0645,306.57,1.23,52.3,Transit
toi1736ac,571.3,,88.9482,1.0,8.26,Radial Velocity
tvlm831154910,,,50.2,,43.0,Imaging
kic10544976b,6136.0,6.56,458.0,,13.4,Timing
2massj07293954,,,10.0,,37.44,Imaging
2massj21267617b,,1.3,16.35,,36.0,Imaging
toi2152b,3.3773512,0.05064,302.8,1.516,2.83,Transit
ic46519122b,734.0,2.038,,2.0,6.3,Radial Velocity
kepler1300b,22.2419092,,757.0,1.29,,Transit
kepler252b,6.668391,0.058,383.59,0.52,,Transit
toi663d,7.1027268,0.0576,64.23,0.514,0.0164,Transit
k275c,18.311,0.1429,570.86,1.16,,Transit
k2286b,27.359,0.1768,76.32,0.64,0.0214,Transit
wasp83b,4.071252,0.059,300.0,1.11,0.3,Transit
2massj09372931,,,6.12,,41.56,Imaging
kepler516b,24.85462415,,777.0,1.62,,Transit
toi2498b,3.738252,0.0491,277.0,1.12,0.10893,Transit
koi6526b,486.77832,1.4638,,1.765,,Transit
gj414ac,748.3,1.43,11.893,0.65,0.17705,Radial Velocity
kepler196b,20.739886,0.138,457.26,,,Transit
stkm1760b,1516000000.0,27000.0,53.16828,0.6,30.0,Imaging
hd11112b,17244.9,13.38,44.3804,1.07,8.176,Radial Velocity
kepler1636b,425.47785,,1567.0,1.01,,Transit
2massj08381511b,,27.0,49.0,,18.0,Imaging
hats68b,3.5862202,0.05071,619.0,1.337,1.29,Transit
kepler1612b,3.91795101,,837.0,0.96,,Transit
kepler43b,3.0240949,0.046,1035.9,1.32,3.23,Transit
kepler1447b,56.6747285,,871.0,0.97,,Transit
kepler457b,31.8099,0.161,1072.3,1.15,,Transit
kepler220c,9.034199,0.076,171.96,,,Transit
2massj00331521,,,39.0,,29.05,Imaging
kepler1907c,14.86390018,0.1076,292.111,0.831,,Transit
wasp126c,7.63,,234.0,1.12,0.202,Transit Timing Variations
hr8799e,18000.0,16.4,39.4,1.56,9.6,Imaging
asassn17jfb,0.0567904,0.0026,286.0,0.669,60.0,Other
kic8081389b,1383.0,3.08,1325.7,1.352,40.0,Timing
kepler391b,7.416755,0.082,891.53,1.22,,Transit
wt5b,,4200.0,53.3816,0.37,60.0,Imaging
kepler1303b,7.56127224,,905.0,1.01,,Transit
hd12661b,263.6,0.83,37.16,1.07,2.3,Radial Velocity
kepler718b,2.0523499,,1520.0,1.18,,Transit
kepler57b,5.7293196,,656.23,0.83,0.372,Transit
hatp50b,3.1220109,0.0453,597.0,1.273,1.36,Transit
kepler700b,80.8720639,,1061.0,0.98,,Transit
kepler362c,37.866281,0.207,1123.91,0.77,,Transit
hd2057cb,,10.0,53.473,,55.0,Imaging
kepler1609b,114.34219,,1483.0,1.18,,Transit
kepler523b,5.83598311,,270.0,0.93,,Transit
kepler859b,20.38177573,,915.0,0.81,,Transit
hd104067c,13.8992,0.1058,20.8,0.791,0.0415,Radial Velocity
kepler959b,14.80074836,,1003.0,1.6,,Transit
hd64121b,623.0,1.51,130.0,1.64,2.56,Radial Velocity
kepler1977b,4.537000179,0.0486,592.711,0.73,,Transit
k250c,3.96151,,259.33,0.61,,Transit
koi6666b,1.118507672,0.0208,,0.953,,Transit
kepler1814c,0.626281977,0.0133,726.346,0.77,,Transit
sorij0539181025257,,,352.0,,28.0,Imaging
kepler135b,6.00253,0.067,632.99,,,Transit
psrj00230923b,0.1375,0.00586,700.0,1.4,18.85,Kinematics
kepler483b,30.229104,,953.0,1.28,,Transit
kepler1873b,0.558842003,0.0128,820.957,0.83,,Transit
hatp51ab,4.2180278,0.05069,470.0,0.976,0.309,Transit
kepler1509b,25.4338197,,1277.0,1.0,,Transit
kepler745b,9.93143556,,1199.0,1.04,,Transit
kepler330b,8.25978,0.075,732.46,0.78,,Transit
gj3512c,1599.6,1.292,9.489,0.123,0.2,Radial Velocity
kepler532b,12.92491623,,325.0,0.87,,Transit
